t,T
14.14,1432.12
14.15,1431.78
14.16,1431.44
14.17,1431.11
14.18,1430.77
14.19,1430.44
14.20,1430.10
14.21,1429.77
14.22,1429.43
14.23,1429.10
14.24,1428.77
14.25,1428.43
14.26,1428.10
14.27,1427.77
14.28,1427.44
14.29,1427.10
14.30,1426.77
14.31,1426.44
14.32,1426.11
14.33,1425.78
14.34,1425.45
14.35,1425.12
14.36,1424.79
14.37,1424.46
14.38,1424.13
14.39,1423.80
14.40,1423.47
14.41,1423.14
14.42,1422.82
14.43,1422.49
14.44,1422.16
14.45,1421.83
14.46,1421.51
14.47,1421.18
14.48,1420.85
14.49,1420.53
14.50,1420.20
14.51,1419.88
14.52,1419.55
14.53,1419.23
14.54,1418.90
14.55,1418.58
14.56,1418.25
14.57,1417.93
14.58,1417.61
14.59,1417.29
14.60,1416.96
14.61,1416.64
14.62,1416.32
14.63,1416.00
14.64,1415.67
14.65,1415.35
14.66,1415.03
14.67,1414.71
14.68,1414.39
14.69,1414.07
14.70,1413.75
14.71,1413.43
14.72,1413.11
14.73,1412.79
14.74,1412.48
14.75,1412.16
14.76,1411.84
14.77,1411.52
14.78,1411.20
14.79,1410.89
14.80,1410.57
14.81,1410.25
14.82,1409.94
14.83,1409.62
14.84,1409.31
14.85,1408.99
14.86,1408.68
14.87,1408.36
14.88,1408.05
14.89,1407.73
14.90,1407.42
14.91,1407.10
14.92,1406.79
14.93,1406.48
14.94,1406.16
14.95,1405.85
14.96,1405.54
14.97,1405.23
14.98,1404.92
14.99,1404.60
15.00,1404.29
15.01,1403.98
15.02,1403.67
15.03,1403.36
15.04,1403.05
15.05,1402.74
15.06,1402.43
15.07,1402.12
15.08,1401.81
15.09,1401.50
15.10,1401.20
15.11,1400.89
15.12,1400.58
15.13,1400.27
15.14,1399.96
15.15,1399.66
15.16,1399.35
15.17,1399.04
15.18,1398.74
15.19,1398.43
15.20,1398.12
15.21,1397.82
15.22,1397.51
15.23,1397.21
15.24,1396.90
15.25,1396.60
15.26,1396.30
15.27,1395.99
15.28,1395.69
15.29,1395.38
15.30,1395.08
15.31,1394.78
15.32,1394.48
15.33,1394.17
15.34,1393.87
15.35,1393.57
15.36,1393.27
15.37,1392.97
15.38,1392.67
15.39,1392.36
15.40,1392.06
15.41,1391.76
15.42,1391.46
15.43,1391.16
15.44,1390.86
15.45,1390.57
15.46,1390.27
15.47,1389.97
15.48,1389.67
15.49,1389.37
15.50,1389.07
15.51,1388.78
