t,T
139.70,668.02
139.80,667.87
139.90,667.71
140.00,667.55
140.10,667.39
140.20,667.23
140.30,667.07
140.40,666.91
140.50,666.75
140.60,666.60
140.70,666.44
140.80,666.28
140.90,666.12
141.00,665.97
141.10,665.81
141.20,665.65
141.30,665.49
141.40,665.34
141.50,665.18
141.60,665.02
141.70,664.87
141.80,664.71
141.90,664.56
142.00,664.40
142.10,664.24
142.20,664.09
142.30,663.93
142.40,663.78
142.50,663.62
142.60,663.47
142.70,663.31
142.80,663.16
142.90,663.00
143.00,662.85
143.10,662.69
143.20,662.54
143.30,662.39
143.40,662.23
143.50,662.08
143.60,661.92
143.70,661.77
143.80,661.62
143.90,661.46
144.00,661.31
144.10,661.16
144.20,661.01
144.30,660.85
144.40,660.70
144.50,660.55
144.60,660.40
144.70,660.24
144.80,660.09
144.90,659.94
145.00,659.79
145.10,659.64
145.20,659.49
145.30,659.33
145.40,659.18
145.50,659.03
145.60,658.88
145.70,658.73
145.80,658.58
145.90,658.43
146.00,658.28
146.10,658.13
146.20,657.98
146.30,657.83
146.40,657.68
146.50,657.53
146.60,657.38
146.70,657.23
146.80,657.08
146.90,656.93
147.00,656.78
147.10,656.63
147.20,656.49
147.30,656.34
147.40,656.19
147.50,656.04
147.60,655.89
147.70,655.74
147.80,655.60
147.90,655.45
148.00,655.30
148.10,655.15
148.20,655.01
148.30,654.86
148.40,654.71
148.50,654.57
148.60,654.42
148.70,654.27
148.80,654.13
148.90,653.98
149.00,653.83
149.10,653.69
149.20,653.54
149.30,653.40
149.40,653.25
149.50,653.10
149.60,652.96
149.70,652.81
149.80,652.67
149.90,652.52
150.00,652.38
150.10,652.23
150.20,652.09
150.30,651.94
150.40,651.80
150.50,651.65
150.60,651.51
150.70,651.37
150.80,651.22
150.90,651.08
151.00,650.93
151.10,650.79
151.20,650.65
151.30,650.50
151.40,650.36
151.50,650.22
151.60,650.08
151.70,649.93
151.80,649.79
151.90,649.65
152.00,649.50
152.10,649.36
152.20,649.22
152.30,649.08
152.40,648.94
152.50,648.79
152.60,648.65
152.70,648.51
152.80,648.37
152.90,648.23
153.00,648.09
153.10,647.95
153.20,647.81
153.30,647.66
153.40,647.52
153.50,647.38
153.60,647.24
153.70,647.10
153.80,646.96
153.90,646.82
154.00,646.68
154.10,646.54
154.20,646.40
154.30,646.26
154.40,646.12
154.50,645.98
154.60,645.84
154.70,645.71
154.80,645.57
154.90,645.43
155.00,645.29
155.10,645.15
155.20,645.01
155.30,644.87
155.40,644.74
155.50,644.60
155.60,644.46
155.70,644.32
155.80,644.18
155.90,644.05
156.00,643.91
156.10,643.77
156.20,643.63
156.30,643.50
156.40,643.36
156.50,643.22
156.60,643.08
156.70,642.95
156.80,642.81
156.90,642.68
157.00,642.54
157.10,642.40
157.20,642.27
157.30,642.13
157.40,641.99
157.50,641.86
157.60,641.72
157.70,641.59
157.80,641.45
157.90,641.32
158.00,641.18
158.10,641.05
158.20,640.91
158.30,640.78
158.40,640.64
158.50,640.51
158.60,640.37
158.70,640.24
158.80,640.10
158.90,639.97
159.00,639.83
159.10,639.70
159.20,639.57
159.30,639.43
159.40,639.30
159.50,639.17
159.60,639.03
159.70,638.90
159.80,638.77
159.90,638.63
160.00,638.50
160.10,638.37
160.20,638.23
160.30,638.10
160.40,637.97
160.50,637.84
160.60,637.70
160.70,637.57
160.80,637.44
160.90,637.31
161.00,637.17
161.10,637.04
161.20,636.91
161.30,636.78
161.40,636.65
161.50,636.52
161.60,636.39
161.70,636.25
161.80,636.12
161.90,635.99
162.00,635.86
162.10,635.73
162.20,635.60
162.30,635.47
162.40,635.34
162.50,635.21
162.60,635.08
162.70,634.95
162.80,634.82
162.90,634.69
163.00,634.56
163.10,634.43
163.20,634.30
163.30,634.17
163.40,634.04
163.50,633.91
163.60,633.78
163.70,633.65
163.80,633.53
163.90,633.40
164.00,633.27
164.10,633.14
164.20,633.01
164.30,632.88
164.40,632.75
164.50,632.63
164.60,632.50
164.70,632.37
164.80,632.24
164.90,632.11
165.00,631.99
165.10,631.86
165.20,631.73
165.30,631.60
165.40,631.48
165.50,631.35
165.60,631.22
165.70,631.10
165.80,630.97
165.90,630.84
166.00,630.72
166.10,630.59
166.20,630.46
166.30,630.34
166.40,630.21
166.50,630.08
166.60,629.96
166.70,629.83
166.80,629.71
166.90,629.58
167.00,629.45
167.10,629.33
167.20,629.20
167.30,629.08
167.40,628.95
167.50,628.83
167.60,628.70
167.70,628.58
167.80,628.45
167.90,628.33
168.00,628.20
168.10,628.08
168.20,627.95
168.30,627.83
168.40,627.71
168.50,627.58
168.60,627.46
168.70,627.33
168.80,627.21
168.90,627.09
169.00,626.96
169.10,626.84
169.20,626.72
169.30,626.59
