iteracja,a,b,c,f(c)
100,-1.16667,-1.16667,-1.16667,2.57176e-15

iteracja,a,b,c,f(c)
1,-1.1,-1,-1.1,5.87785
2,-1.1,-1,-1.1,5.87785
3,-1.1,-1,-1.1,5.87785
4,-1.1,-1,-1.1,5.87785
5,-1.1,-1,-1.1,5.87785
6,-1.1,-1,-1.1,5.87785
7,-1.1,-1,-1.1,5.87785
8,-1.1,-1,-1.1,5.87785
9,-1.1,-1,-1.1,5.87785
10,-1.1,-1,-1.1,5.87785
11,-1.1,-1,-1.1,5.87785
12,-1.1,-1,-1.1,5.87785
13,-1.1,-1,-1.1,5.87785
14,-1.1,-1,-1.1,5.87785
15,-1.1,-1,-1.1,5.87785
16,-1.1,-1,-1.1,5.87785
17,-1.1,-1,-1.1,5.87785
18,-1.1,-1,-1.1,5.87785
19,-1.1,-1,-1.1,5.87785
20,-1.1,-1,-1.1,5.87785
21,-1.1,-1,-1.1,5.87785
22,-1.1,-1,-1.1,5.87785
23,-1.1,-1,-1.1,5.87785
24,-1.1,-1,-1.1,5.87785
25,-1.1,-1,-1.1,5.87785
26,-1.1,-1,-1.1,5.87785
27,-1.1,-1,-1.1,5.87785
28,-1.1,-1,-1.1,5.87785
29,-1.1,-1,-1.1,5.87785
30,-1.1,-1,-1.1,5.87785
31,-1.1,-1,-1.1,5.87785
32,-1.1,-1,-1.1,5.87785
33,-1.1,-1,-1.1,5.87785
34,-1.1,-1,-1.1,5.87785
35,-1.1,-1,-1.1,5.87785
36,-1.1,-1,-1.1,5.87785
37,-1.1,-1,-1.1,5.87785
38,-1.1,-1,-1.1,5.87785
39,-1.1,-1,-1.1,5.87785
40,-1.1,-1,-1.1,5.87785
41,-1.1,-1,-1.1,5.87785
42,-1.1,-1,-1.1,5.87785
43,-1.1,-1,-1.1,5.87785
44,-1.1,-1,-1.1,5.87785
45,-1.1,-1,-1.1,5.87785
46,-1.1,-1,-1.1,5.87785
47,-1.1,-1,-1.1,5.87785
48,-1.1,-1,-1.1,5.87785
49,-1.1,-1,-1.1,5.87785
50,-1.1,-1,-1.1,5.87785
51,-1.1,-1,-1.1,5.87785
52,-1.1,-1,-1.1,5.87785
53,-1.1,-1,-1.1,5.87785
54,-1.1,-1,-1.1,5.87785
55,-1.1,-1,-1.1,5.87785
56,-1.1,-1,-1.1,5.87785
57,-1.1,-1,-1.1,5.87785
58,-1.1,-1,-1.1,5.87785
59,-1.1,-1,-1.1,5.87785
60,-1.1,-1,-1.1,5.87785
61,-1.1,-1,-1.1,5.87785
62,-1.1,-1,-1.1,5.87785
63,-1.1,-1,-1.1,5.87785
64,-1.1,-1,-1.1,5.87785
65,-1.1,-1,-1.1,5.87785
66,-1.1,-1,-1.1,5.87785
67,-1.1,-1,-1.1,5.87785
68,-1.1,-1,-1.1,5.87785
69,-1.1,-1,-1.1,5.87785
70,-1.1,-1,-1.1,5.87785
71,-1.1,-1,-1.1,5.87785
72,-1.1,-1,-1.1,5.87785
73,-1.1,-1,-1.1,5.87785
74,-1.1,-1,-1.1,5.87785
75,-1.1,-1,-1.1,5.87785
76,-1.1,-1,-1.1,5.87785
77,-1.1,-1,-1.1,5.87785
78,-1.1,-1,-1.1,5.87785
79,-1.1,-1,-1.1,5.87785
80,-1.1,-1,-1.1,5.87785
81,-1.1,-1,-1.1,5.87785
82,-1.1,-1,-1.1,5.87785
83,-1.1,-1,-1.1,5.87785
84,-1.1,-1,-1.1,5.87785
85,-1.1,-1,-1.1,5.87785
86,-1.1,-1,-1.1,5.87785
87,-1.1,-1,-1.1,5.87785
88,-1.1,-1,-1.1,5.87785
89,-1.1,-1,-1.1,5.87785
90,-1.1,-1,-1.1,5.87785
91,-1.1,-1,-1.1,5.87785
92,-1.1,-1,-1.1,5.87785
93,-1.1,-1,-1.1,5.87785
94,-1.1,-1,-1.1,5.87785
95,-1.1,-1,-1.1,5.87785
96,-1.1,-1,-1.1,5.87785
97,-1.1,-1,-1.1,5.87785
98,-1.1,-1,-1.1,5.87785
99,-1.1,-1,-1.1,5.87785
100,-1.1,-1,-1.1,5.87785

iteracja,a,b,c,f(c)
1,-0.9,-0.8,-0.820815,0.656913
2,-0.9,-0.820815,-0.828775,0.25082
3,-0.9,-0.828775,-0.83169,0.0920131
4,-0.9,-0.83169,-0.832743,0.0332684
5,-0.9,-0.832743,-0.833121,0.0119659
6,-0.9,-0.833121,-0.833257,0.00429576
7,-0.9,-0.833257,-0.833306,0.00154114
8,-0.9,-0.833306,-0.833324,0.000552767
9,-0.9,-0.833324,-0.83333,0.000198245
10,-0.9,-0.83333,-0.833332,7.10968e-05
11,-0.9,-0.833332,-0.833333,2.54972e-05
12,-0.9,-0.833333,-0.833333,9.14395e-06
13,-0.9,-0.833333,-0.833333,3.27924e-06
14,-0.9,-0.833333,-0.833333,1.17602e-06
15,-0.9,-0.833333,-0.833333,4.21749e-07
16,-0.9,-0.833333,-0.833333,1.51249e-07
17,-0.9,-0.833333,-0.833333,5.42417e-08
18,-0.9,-0.833333,-0.833333,1.94524e-08
19,-0.9,-0.833333,-0.833333,6.9761e-09
20,-0.9,-0.833333,-0.833333,2.50179e-09
21,-0.9,-0.833333,-0.833333,8.97199e-10
22,-0.9,-0.833333,-0.833333,3.21755e-10
23,-0.9,-0.833333,-0.833333,1.15382e-10
24,-0.9,-0.833333,-0.833333,4.13714e-11
25,-0.9,-0.833333,-0.833333,1.48326e-11
26,-0.9,-0.833333,-0.833333,5.32558e-12
27,-0.9,-0.833333,-0.833333,1.90964e-12
28,-0.9,-0.833333,-0.833333,6.83958e-13
29,-0.9,-0.833333,-0.833333,2.52303e-13
30,-0.9,-0.833333,-0.833333,8.71021e-14
31,-0.9,-0.833333,-0.833333,3.91405e-14
32,-0.9,-0.833333,-0.833333,1.24951e-14
33,-0.9,-0.833333,-0.833333,1.83697e-15
34,-0.9,-0.833333,-0.833333,-8.82117e-15
35,-0.833333,-0.833333,-0.833333,-8.82117e-15
36,-0.833333,-0.833333,-0.833333,-8.82117e-15
37,-0.833333,-0.833333,-0.833333,-8.82117e-15
38,-0.833333,-0.833333,-0.833333,-8.82117e-15
39,-0.833333,-0.833333,-0.833333,-8.82117e-15
40,-0.833333,-0.833333,-0.833333,-8.82117e-15
41,-0.833333,-0.833333,-0.833333,-8.82117e-15
42,-0.833333,-0.833333,-0.833333,-8.82117e-15
43,-0.833333,-0.833333,-0.833333,-8.82117e-15
44,-0.833333,-0.833333,-0.833333,-8.82117e-15
45,-0.833333,-0.833333,-0.833333,-8.82117e-15
46,-0.833333,-0.833333,-0.833333,-8.82117e-15
47,-0.833333,-0.833333,-0.833333,-8.82117e-15
48,-0.833333,-0.833333,-0.833333,-8.82117e-15
49,-0.833333,-0.833333,-0.833333,-8.82117e-15
50,-0.833333,-0.833333,-0.833333,-8.82117e-15
51,-0.833333,-0.833333,-0.833333,-8.82117e-15
52,-0.833333,-0.833333,-0.833333,-8.82117e-15
53,-0.833333,-0.833333,-0.833333,-8.82117e-15
54,-0.833333,-0.833333,-0.833333,-8.82117e-15
55,-0.833333,-0.833333,-0.833333,-8.82117e-15
56,-0.833333,-0.833333,-0.833333,-8.82117e-15
57,-0.833333,-0.833333,-0.833333,-8.82117e-15
58,-0.833333,-0.833333,-0.833333,-8.82117e-15
59,-0.833333,-0.833333,-0.833333,-8.82117e-15
60,-0.833333,-0.833333,-0.833333,-8.82117e-15
61,-0.833333,-0.833333,-0.833333,-8.82117e-15
62,-0.833333,-0.833333,-0.833333,-8.82117e-15
63,-0.833333,-0.833333,-0.833333,-8.82117e-15
64,-0.833333,-0.833333,-0.833333,-8.82117e-15
65,-0.833333,-0.833333,-0.833333,-8.82117e-15
66,-0.833333,-0.833333,-0.833333,-8.82117e-15
67,-0.833333,-0.833333,-0.833333,-8.82117e-15
68,-0.833333,-0.833333,-0.833333,-8.82117e-15
69,-0.833333,-0.833333,-0.833333,-8.82117e-15
70,-0.833333,-0.833333,-0.833333,-8.82117e-15
71,-0.833333,-0.833333,-0.833333,-8.82117e-15
72,-0.833333,-0.833333,-0.833333,-8.82117e-15
73,-0.833333,-0.833333,-0.833333,-8.82117e-15
74,-0.833333,-0.833333,-0.833333,-8.82117e-15
75,-0.833333,-0.833333,-0.833333,-8.82117e-15
76,-0.833333,-0.833333,-0.833333,-8.82117e-15
77,-0.833333,-0.833333,-0.833333,-8.82117e-15
78,-0.833333,-0.833333,-0.833333,-8.82117e-15
79,-0.833333,-0.833333,-0.833333,-8.82117e-15
80,-0.833333,-0.833333,-0.833333,-8.82117e-15
81,-0.833333,-0.833333,-0.833333,-8.82117e-15
82,-0.833333,-0.833333,-0.833333,-8.82117e-15
83,-0.833333,-0.833333,-0.833333,-8.82117e-15
84,-0.833333,-0.833333,-0.833333,-8.82117e-15
85,-0.833333,-0.833333,-0.833333,-8.82117e-15
86,-0.833333,-0.833333,-0.833333,-8.82117e-15
87,-0.833333,-0.833333,-0.833333,-8.82117e-15
88,-0.833333,-0.833333,-0.833333,-8.82117e-15
89,-0.833333,-0.833333,-0.833333,-8.82117e-15
90,-0.833333,-0.833333,-0.833333,-8.82117e-15
91,-0.833333,-0.833333,-0.833333,-8.82117e-15
92,-0.833333,-0.833333,-0.833333,-8.82117e-15
93,-0.833333,-0.833333,-0.833333,-8.82117e-15
94,-0.833333,-0.833333,-0.833333,-8.82117e-15
95,-0.833333,-0.833333,-0.833333,-8.82117e-15
96,-0.833333,-0.833333,-0.833333,-8.82117e-15
97,-0.833333,-0.833333,-0.833333,-8.82117e-15
98,-0.833333,-0.833333,-0.833333,-8.82117e-15
99,-0.833333,-0.833333,-0.833333,-8.82117e-15
100,-0.833333,-0.833333,-0.833333,-8.82117e-15

iteracja,a,b,c,f(c)
1,-0.6,-0.5,-0.5,-2.14375e-15
2,-0.6,-0.5,-0.5,-3.67394e-16

iteracja,a,b,c,f(c)
1,-0.2,-0.1,-0.162836,0.0431176
2,-0.2,-0.162836,-0.166568,0.00111851
3,-0.2,-0.166568,-0.166664,2.69271e-05
4,-0.2,-0.166664,-0.166667,6.46951e-07
5,-0.2,-0.166667,-0.166667,1.5543e-08
6,-0.2,-0.166667,-0.166667,3.73418e-10
7,-0.2,-0.166667,-0.166667,8.9713e-12
8,-0.2,-0.166667,-0.166667,2.15901e-13
9,-0.2,-0.166667,-0.166667,5.1361e-15
10,-0.2,-0.166667,-0.166667,6.06386e-16

iteracja,a,b,c,f(c)
1,0.1,0.2,0.16748,-0.00656592
2,0.1,0.16748,0.166661,4.64998e-05
3,0.166661,0.16748,0.166667,-3.287e-08
4,0.166661,0.166667,0.166667,-1.61913e-13
5,0.166661,0.166667,0.166667,-1.37839e-16

iteracja,a,b,c,f(c)
1,0.4,0.5,0.5,-7.14584e-16

iteracja,a,b,c,f(c)
1,0.8,0.9,0.835689,-0.0120923
2,0.8,0.835689,0.83334,-3.62694e-05
3,0.8,0.83334,0.833333,-6.69932e-08
4,0.8,0.833333,0.833333,-1.23512e-10
5,0.8,0.833333,0.833333,-2.27045e-13
6,0.8,0.833333,0.833333,-8.01925e-16

iteracja,a,b,c,f(c)
1,1.1,1.2,1.16659,-0.000354192
2,1.16659,1.2,1.16667,1.14183e-05
3,1.16659,1.16667,1.16667,4.2801e-10
4,1.16659,1.16667,1.16667,1.61993e-14
5,1.16659,1.16667,1.16667,-1.97828e-16

iteracja,a,b,c,f(c)
1,1.4,1.5,1.5,9.30979e-16

iteracja,a,b,c,f(c)
1,1.8,1.9,1.83525,0.00638564
2,1.8,1.83525,1.83333,-2.3829e-05
3,1.83333,1.83525,1.83333,1.74548e-08
4,1.83333,1.83333,1.83333,4.42757e-14
5,1.83333,1.83333,1.83333,3.89224e-16

iteracja,a,b,c,f(c)
1,2.1,2.2,2.16626,0.00122302
2,2.16626,2.2,2.16668,-3.31754e-05
3,2.16626,2.16668,2.16667,-4.22387e-09
4,2.16626,2.16667,2.16667,-5.37704e-13
5,2.16626,2.16667,2.16667,8.1233e-16

iteracja,a,b,c,f(c)
1,2.4,2.5,2.5,-1.78502e-15
2,2.5,2.5,2.5,1.26017e-15
3,2.5,2.5,2.5,-1.78502e-15
4,2.5,2.5,2.5,-1.78502e-15
5,2.5,2.5,2.5,-1.78502e-15
6,2.5,2.5,2.5,-1.78502e-15
7,2.5,2.5,2.5,-1.78502e-15
8,2.5,2.5,2.5,-1.78502e-15
9,2.5,2.5,2.5,-1.78502e-15
10,2.5,2.5,2.5,-1.78502e-15
11,2.5,2.5,2.5,-1.78502e-15
12,2.5,2.5,2.5,-1.78502e-15
13,2.5,2.5,2.5,-1.78502e-15
14,2.5,2.5,2.5,-1.78502e-15
15,2.5,2.5,2.5,-1.78502e-15
16,2.5,2.5,2.5,-1.78502e-15
17,2.5,2.5,2.5,-1.78502e-15
18,2.5,2.5,2.5,-1.78502e-15
19,2.5,2.5,2.5,-1.78502e-15
20,2.5,2.5,2.5,-1.78502e-15
21,2.5,2.5,2.5,-1.78502e-15
22,2.5,2.5,2.5,-1.78502e-15
23,2.5,2.5,2.5,-1.78502e-15
24,2.5,2.5,2.5,-1.78502e-15
25,2.5,2.5,2.5,-1.78502e-15
26,2.5,2.5,2.5,-1.78502e-15
27,2.5,2.5,2.5,-1.78502e-15
28,2.5,2.5,2.5,-1.78502e-15
29,2.5,2.5,2.5,-1.78502e-15
30,2.5,2.5,2.5,-1.78502e-15
31,2.5,2.5,2.5,-1.78502e-15
32,2.5,2.5,2.5,-1.78502e-15
33,2.5,2.5,2.5,-1.78502e-15
34,2.5,2.5,2.5,-1.78502e-15
35,2.5,2.5,2.5,-1.78502e-15
36,2.5,2.5,2.5,-1.78502e-15
37,2.5,2.5,2.5,-1.78502e-15
38,2.5,2.5,2.5,-1.78502e-15
39,2.5,2.5,2.5,-1.78502e-15
40,2.5,2.5,2.5,-1.78502e-15
41,2.5,2.5,2.5,-1.78502e-15
42,2.5,2.5,2.5,-1.78502e-15
43,2.5,2.5,2.5,-1.78502e-15
44,2.5,2.5,2.5,-1.78502e-15
45,2.5,2.5,2.5,-1.78502e-15
46,2.5,2.5,2.5,-1.78502e-15
47,2.5,2.5,2.5,-1.78502e-15
48,2.5,2.5,2.5,-1.78502e-15
49,2.5,2.5,2.5,-1.78502e-15
50,2.5,2.5,2.5,-1.78502e-15
51,2.5,2.5,2.5,-1.78502e-15
52,2.5,2.5,2.5,-1.78502e-15
53,2.5,2.5,2.5,-1.78502e-15
54,2.5,2.5,2.5,-1.78502e-15
55,2.5,2.5,2.5,-1.78502e-15
56,2.5,2.5,2.5,-1.78502e-15
57,2.5,2.5,2.5,-1.78502e-15
58,2.5,2.5,2.5,-1.78502e-15
59,2.5,2.5,2.5,-1.78502e-15
60,2.5,2.5,2.5,-1.78502e-15
61,2.5,2.5,2.5,-1.78502e-15
62,2.5,2.5,2.5,-1.78502e-15
63,2.5,2.5,2.5,-1.78502e-15
64,2.5,2.5,2.5,-1.78502e-15
65,2.5,2.5,2.5,-1.78502e-15
66,2.5,2.5,2.5,-1.78502e-15
67,2.5,2.5,2.5,-1.78502e-15
68,2.5,2.5,2.5,-1.78502e-15
69,2.5,2.5,2.5,-1.78502e-15
70,2.5,2.5,2.5,-1.78502e-15
71,2.5,2.5,2.5,-1.78502e-15
72,2.5,2.5,2.5,-1.78502e-15
73,2.5,2.5,2.5,-1.78502e-15
74,2.5,2.5,2.5,-1.78502e-15
75,2.5,2.5,2.5,-1.78502e-15
76,2.5,2.5,2.5,-1.78502e-15
77,2.5,2.5,2.5,-1.78502e-15
78,2.5,2.5,2.5,-1.78502e-15
79,2.5,2.5,2.5,-1.78502e-15
80,2.5,2.5,2.5,-1.78502e-15
81,2.5,2.5,2.5,-1.78502e-15
82,2.5,2.5,2.5,-1.78502e-15
83,2.5,2.5,2.5,-1.78502e-15
84,2.5,2.5,2.5,-1.78502e-15
85,2.5,2.5,2.5,-1.78502e-15
86,2.5,2.5,2.5,-1.78502e-15
87,2.5,2.5,2.5,-1.78502e-15
88,2.5,2.5,2.5,-1.78502e-15
89,2.5,2.5,2.5,-1.78502e-15
90,2.5,2.5,2.5,-1.78502e-15
91,2.5,2.5,2.5,-1.78502e-15
92,2.5,2.5,2.5,-1.78502e-15
93,2.5,2.5,2.5,-1.78502e-15
94,2.5,2.5,2.5,-1.78502e-15
95,2.5,2.5,2.5,-1.78502e-15
96,2.5,2.5,2.5,-1.78502e-15
97,2.5,2.5,2.5,-1.78502e-15
98,2.5,2.5,2.5,-1.78502e-15
99,2.5,2.5,2.5,-1.78502e-15
100,2.5,2.5,2.5,-1.78502e-15

iteracja,a,b,c,f(c)
1,2.8,2.9,2.83505,-0.00421033
2,2.8,2.83505,2.83332,2.92624e-05
3,2.83332,2.83505,2.83333,-1.43421e-08
4,2.83332,2.83333,2.83333,-4.4678e-14
5,2.83332,2.83333,2.83333,-1.11864e-15
6,2.83332,2.83333,2.83333,7.3495e-16

